have_first_name,have_middlename,have_lastname,have_cellphone,have_workphone,have_otherphone,primary_contact,have_email,have_secondary_email,have_address_line1,have_address_line2,city,state,zipcode,Profession,Speciality,experience,available_date,Student,Terms_and_conditions_accepted,Approved,Visible,Referral_Source,application_source,LE_Record_Type,created_date,modified_date,Counts
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Shreveport,Louisiana,71109,PHARM Tech,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/11/16 20:35,7/11/16 20:35,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Carmel,Indiana,46032,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/11/16 4:55,7/11/16 4:55,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Logansport,Indiana,46947,RN,MS,2,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:23,7/11/16 11:25,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Weslaco,Texas,78599,OT,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/11/16 12:38,7/11/16 12:38,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Butler,Alabama,36904,RN,MS,9,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:32,7/11/16 5:28,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lawrenceburg,Indiana,47025,RN,ONCOLOGY,0,6/11/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:04,7/11/16 4:27,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Rowlett,Texas,75089,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/11/16 5:45,7/11/16 5:45,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Mount Sidney,Virginia,24467,RN,Case Manager,9,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:41,7/11/16 5:19,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Redford,Michigan,48239,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 13:38,7/11/16 13:38,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Indianapolis,Indiana,46203,RN,MS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 10:49,7/11/16 12:40,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Plymouth,Indiana,46563,RN,Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 4:08,7/11/16 4:08,
Yes,Yes,Yes,Yes,Yes,No,C,Yes,Yes,Yes,Yes,Buckeye,Arizona,85396,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/11/16 5:10,7/11/16 5:18,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Perrysburg,Ohio,43551,PT,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/11/16 12:49,7/11/16 12:50,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Noblesville,Indiana,46060,RN,MS,2,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:27,7/11/16 4:50,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Cordova,Tennessee,38018,RN,TELE,3,8/15/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/11/16 19:27,7/11/16 19:27,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,highland park,Illinois,60035,RN,OR,30,7/18/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,9/19/15 12:56,7/11/16 13:57,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Carmel,Indiana,46032,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 4:34,7/11/16 4:34,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Middletown,Indiana,47356,RN,Rehab,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 11:29,7/11/16 11:29,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Haslett,Michigan,48840,RN,OB,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:14,7/11/16 13:23,9
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Wheaton,Illinois,60189,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/11/16 5:27,7/11/16 5:27,
Yes,Yes,Yes,Yes,Yes,No,C,Yes,Yes,Yes,Yes,Canton,Michigan,48188,RN,MS,18,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:40,7/11/16 13:00,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Kalamazoo,Michigan,49001,RN,Director,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 13:01,7/11/16 13:01,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Mesquite,Texas,75149,PHARM Tech,Other,0,9/12/11,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/19/15 13:08,7/11/16 20:30,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Queens Village,New York,11429,PHARM Tech,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/11/16 20:32,7/11/16 20:32,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Indianapolis,Indiana,46254,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 4:54,7/11/16 4:54,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lake Worth,Florida,33460,PT,Director,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/11/16 12:35,7/11/16 12:35,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Stilesville,Indiana,46180,RN,ER,1,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:57,7/11/16 4:36,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Noblesville,Indiana,46062,RN,MS,3,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:03,7/11/16 12:31,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Evansville,Indiana,47714,RN,PEDS,4,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:59,7/11/16 11:11,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Grand Rapids,Michigan,49507,RN,MS,0,8/26/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:55,7/11/16 13:11,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Wadsworth,Ohio,44281,RN,Rehab,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 5:42,7/11/16 5:42,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Valparaiso,Indiana,46385,RN,ICU,11,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:12,7/11/16 11:34,
Yes,Yes,Yes,No,No,No,,Yes,Yes,Yes,Yes,Cleveland,Texas,77327,PHARM Tech,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,EMAIL_ONLY,7/11/16 13:33,7/11/16 13:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Delphi,Indiana,46923,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 4:07,7/11/16 4:07,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Indianapolis,Indiana,46239,RN,OR,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 5:08,7/11/16 5:08,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Carlisle,Indiana,47838,RN,Wound Care,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 12:48,7/11/16 12:48,7
Yes,Yes,Yes,Yes,No,No,H,Yes,Yes,Yes,Yes,Virginia Beach,Virginia,23454,RN,Rehab,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:42,7/11/16 5:21,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Hammond,Indiana,46324,RN,PEDS,2,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:27,7/11/16 11:27,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,New York,New York,10009,RN,Case Manager,1,,No,Yes,Yes,Yes,Twitter,STAFFDNA,,7/11/16 17:46,7/11/16 17:46,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Clearwater,Florida,33757,PT Assistant,SNF,,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/19/15 10:49,7/11/16 12:56,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Logansport,Indiana,46947,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 4:32,7/11/16 4:32,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Sellersburg,Indiana,47172,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 11:26,7/11/16 11:26,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Portage,Indiana,46368,RN,TELE,3,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:59,7/11/16 4:15,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Frederick,Maryland,21703,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 5:25,7/11/16 5:25,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Belmont,California,94002,RN,Home Health,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:16,7/11/16 13:24,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Shelbyville,Indiana,46176,RN,ER,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/11/16 12:58,7/11/16 12:58,
Yes,Yes,Yes,Yes,No,No,H,Yes,Yes,Yes,Yes,Elziabeth,Indiana,47117,RN,PEDS,,9/5/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:07,7/11/16 4:17,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Waukegan,Illinois,60085,PHARM Tech,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/11/16 20:27,7/11/16 20:27,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Indianapolis,Indiana,46237,RN,Wound Care,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 4:52,7/11/16 4:52,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Royal Oak,Michigan,48073,RN,MS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:15,7/11/16 13:36,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Gibsonia,Pennsylvania,15044,OT,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/11/16 12:33,7/11/16 12:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Fort Worth,Texas,76134,RN,Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 5:40,7/11/16 5:40,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Indianapolis,Indiana,46219,RN,ICU,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:58,7/11/16 11:30,
Yes,Yes,Yes,Yes,No,No,H,Yes,Yes,Yes,Yes,Detroit,Michigan,48224,RN,TELE,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:41,7/11/16 13:31,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Anna Maria,Florida,34216,RN,Home Health,2,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:57,7/11/16 5:51,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,chattanooga,Tennessee,37412,PHARM Tech,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/11/16 13:31,7/11/16 13:31,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Peru,Indiana,46970,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 4:05,7/11/16 4:05,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,New Caney,Texas,77357,RN,L&D,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/11/16 5:07,7/11/16 5:07,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,New Hyde Park,New York,11040,SLP,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/11/16 12:45,7/11/16 12:45,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Seneca Falls,New York,13148,RN,MS,1,7/12/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/11/16 17:46,7/11/16 17:46,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Garrett,Indiana,46738,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/11/16 4:29,7/11/16 4:29,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Queensbury ,New York,12804,RN,PSYCH,20,8/5/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/11/16 8:59,7/11/16 8:59,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Madison Heights,Michigan,48071,RN,MS,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:41,7/11/16 13:03,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lexington,Kentucky,40515,RN,Manager,14,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:54,7/11/16 13:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Fishers,Indiana,46038,RN,ER,17,4/10/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:42,7/11/16 11:13,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Brazil,Indiana,47834,RN,ER,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,5/9/16 7:33,7/11/16 12:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Demotte,Indiana,46310,RN,ICU,,11/12/10,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:03,7/11/16 4:35,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Somerset,Wisconsin,54025,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/11/16 5:23,7/11/16 5:23,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Indianapolis,Indiana,46220,RN,Wound Care,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 12:56,7/11/16 12:56,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lafayette,Indiana,47905,PHARM Tech,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/11/16 20:26,7/11/16 20:26,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Indianapolis,Indiana,46218,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 4:45,7/11/16 4:45,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Fremont,Michigan,49412,RN,MS,1,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:04,7/11/16 13:30,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Altamont,Kansas,67330,RN,Geriatrics,3,7/12/16,No,Yes,No,Yes,Jobs2Careers,STAFFDNA,,7/11/16 12:23,7/11/16 12:23,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Canton,Michigan,48187,RN,TELE,26,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:41,7/11/16 13:32,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Jeffersonville,Indiana,47130,RN,MS,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:34,7/11/16 12:27,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Freeport,New York,11520,RN,NICU,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 5:38,7/11/16 5:38,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Gaston,South Carolina,29053,PHARM Tech,Other,11,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 14:05,7/11/16 20:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Mars Hill,Maine,4758,OT,PEDS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/11/16 13:26,7/11/16 13:26,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Anderson,Indiana,46012,RN,ICU,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/11/16 4:03,7/11/16 4:03,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Miami,Florida,33183,RN,Director,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 5:05,7/11/16 5:05,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Osceola,Indiana,46561,RN,MS,10,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:11,7/11/16 4:16,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,,New Jersey,8724,SLP,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/11/16 12:42,7/11/16 12:42,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Bronx,Arkansas,10453,Certified SurgTech,ST-CVOR,64,,No,Yes,No,Yes,Jobs2Careers,STAFFDNA,,7/11/16 14:41,7/11/16 14:41,1
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lafayette,Indiana,47904,RN,ONCOLOGY,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 10:51,7/11/16 12:53,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Henderson,Minnesota,56044,RN,ER,6,8/14/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/11/16 8:01,7/11/16 8:01,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Wheatfield,Indiana,46392,Clinical Nurse Specialist,Adult Medicine,17,5/1/13,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:02,7/11/16 12:49,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Clarksdale,Mississippi,38614,RN,DIALYSIS,5,1/10/09,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:44,7/11/16 5:43,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Pennington,New Jersey,8534,RN,Hospice,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 5:17,7/11/16 5:17,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Eastpointe,Michigan,48021,RN,MS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:15,7/11/16 13:09,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Bloomington,Indiana,47401,RN,ER,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/11/16 12:55,7/11/16 12:55,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Tallahassee,Florida,32305,RN,TELE,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/10/16 4:59,7/10/16 4:59,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Katy,Texas,77449,RN,L&D,3,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:56,7/10/16 4:40,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Pontiac,Michigan,48340,RN,MS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:15,7/10/16 11:27,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Auburn,Michigan,48326,RN,TELE,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/10/16 11:51,7/10/16 11:51,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Grand Jct,Michigan,49056,RN,ICU,23,1899-12-31,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:42,7/10/16 10:50,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Wyandotte,Michigan,48192,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/10/16 10:36,7/10/16 10:36,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Humble,Texas,77346,RN,Triage,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/10/16 4:15,7/10/16 4:15,8
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lee's Summit,Missouri,64086,NP,Family,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/10/16 5:23,7/10/16 5:23,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Shelby Twp,Michigan,48316,RN,ENDO,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/10/16 12:20,7/10/16 12:20,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Delphos,Ohio,45833,RN,ONCOLOGY,9,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:42,7/10/16 6:07,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Southgate,Michigan,48195,RN,MS,,1/1/00,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:45,7/10/16 10:44,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Muskegon,Michigan,49444,RN,MS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 10:49,7/10/16 12:12,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Alvin,Texas,77511,RN,PEDS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/10/16 4:34,7/10/16 4:34,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Fort Payne,Alabama,35967,NP,Urgent Care,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:58,7/10/16 5:35,16
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Mableton,Georgia,30126,NP,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/10/16 11:14,7/10/16 11:14,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Roseburg,Oregon,97471,RadTech,ALLIED-X RAY,2,11/1/16,No,Yes,Yes,Yes,Email,STAFFDNA,,9/18/15 14:31,7/10/16 0:48,1
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Troy,Michigan,48085,RN,ER,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:17,7/10/16 12:45,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Chula Vista,California,91910,NP,MED SURG,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/10/16 5:47,7/10/16 5:47,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Strongsville,Ohio,44136,PT,Acute Care,1,7/17/16,No,Yes,No,Yes,Jobs2Careers,STAFFDNA,,7/10/16 18:13,7/10/16 18:13,
Yes,Yes,Yes,Yes,Yes,No,C,Yes,Yes,Yes,Yes,Brooklyn,New York,11205,RN,TELE,9,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:33,7/10/16 4:02,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Fremont,California,94536,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/10/16 4:57,7/10/16 4:57,
Yes,Yes,Yes,No,No,No,,Yes,Yes,Yes,Yes,Lansing,Michigan,48911,RN,Rehab,,,No,No,No,Yes,Career Builder,DATA_ENTRY,EMAIL_ONLY,7/10/16 11:44,7/10/16 11:44,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Jackson,Michigan,49203,RN,Case Manager,1,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:27,7/10/16 12:43,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Highland,Michigan,62755,RN,Case Manager,7,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:57,7/10/16 10:32,
Yes,Yes,Yes,Yes,Yes,No,C,Yes,Yes,Yes,Yes,Altamont,New York,12009,RN,Manager,,1/1/00,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:44,7/10/16 4:12,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Pensacola,Florida,32527,RN,OR,25,8/16/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,9/18/15 14:03,7/10/16 16:50,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Westland,Michigan,48185,RN,OR,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/10/16 10:30,7/10/16 10:30,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Brentwood,Tennessee,37027,RN,PACU,9,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:57,7/10/16 12:17,
