have_first_name,have_middlename,have_lastname,have_cellphone,have_workphone,have_otherphone,primary_contact,have_email,have_secondary_email,have_address_line1,have_address_line2,city,state,zipcode,Profession,Speciality,experience,available_date,Student,Terms_and_conditions_accepted,Approved,Visible,Referral_Source,application_source,LE_Record_Type,created_date,modified_date,Counts
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Elizabethtown,Pennsylvania,17022,OT,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/3/16 18:38,7/3/16 18:38,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,San Diego,California,92109,RN,Case Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/3/16 9:54,7/3/16 9:54,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Huntington Park,California,90255,RN,MS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:14,7/3/16 11:36,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Saint Augustine,Florida,32084,RN,PEDS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:57,7/3/16 12:05,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Nolanville,Texas,76559,RN,MS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/3/16 19:56,7/3/16 19:56,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Port Angeles,Washington,98362,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/3/16 10:34,7/3/16 10:34,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lake Mary,Florida,32746,RN,ICU,0,1/1/00,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:43,7/3/16 11:21,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Fort Lauderdale,Florida,33311,RN,NICU,10,7/19/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,9/19/15 13:04,7/3/16 22:58,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Garrettsville,Ohio,44231,PT,Home Health,17,7/5/16,No,Yes,No,Yes,Google Search,STAFFDNA,,7/3/16 14:15,7/3/16 14:38,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lakewood,New Jersey,8701,RN,PEDS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/3/16 17:57,7/3/16 17:57,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,BROOKLYN CENTER,Minnesota,55429,RN,ONCOLOGY,12,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 13:57,7/3/16 20:11,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Gibsonton,Florida,33534,RN,ICU,0,1/1/00,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:44,7/3/16 12:50,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Melbourne,Florida,32940,LPN,Home Health,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/3/16 18:55,7/3/16 18:55,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Vancouver,Washington,98660,RN,TELE,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/3/16 10:09,7/3/16 10:14,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Oakhurst,California,93644,RN,Home Health,25,8/9/16,No,Yes,Yes,Yes,Email,STAFFDNA,,7/3/16 22:57,7/3/16 22:57,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Murrieta,California,92562,RN,PACU,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/3/16 11:31,7/3/16 11:31,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Hiram,Ohio,44234,RN,Triage,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/3/16 20:13,7/3/16 20:13,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Temecula,California,92592,RN,ONCOLOGY,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/3/16 10:59,7/3/16 10:59,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Saint Augustine,Florida,32095,RN,MS,0,11/1/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:43,7/3/16 12:58,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Hialeah,Florida,33018,RN,MS,11,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:11,7/3/16 11:29,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Grand Prairie,Texas,75052,RN,PEDS,14,8/2/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/3/16 18:21,7/3/16 18:31,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Stoystown,Pennsylvania,15563,OT,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/3/16 19:19,7/3/16 19:19,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,West seneca,New York,14224,RN,Case Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/3/16 10:20,7/3/16 10:20,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Margate,Florida,33063,RN,MS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,6/24/16 13:08,7/3/16 17:50,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Jacksonville,Florida,32205,RN,ER,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/3/16 12:13,7/3/16 12:13,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lauderdale Lakes,Florida,33319,RN,MS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:20,7/3/16 12:34,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Gulf Breeze,Florida,32563,RN,MS,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:12,7/3/16 12:01,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,,Ohio,44094,RN,Post Partum,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/3/16 20:44,7/3/16 20:44,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Westminster,California,92683,NP,Internal Medicine,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/3/16 11:15,7/3/16 11:15,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Rehoboth Beach,Delaware,19971,PT Assistant,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/3/16 18:35,7/3/16 18:35,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Santa Teresa,New Mexico,88008,RN,NICU,5,8/22/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/3/16 9:51,7/3/16 9:51,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Toledo,Ohio,43615,RN,Radiology,0,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 14:03,7/3/16 20:59,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Miramar,Florida,33025,RN,PSYCH,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 10:49,7/3/16 12:52,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lake Worth,Florida,33467,RN,ER,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/3/16 19:52,7/3/16 19:52,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Daly City,California,94015,RN,Home Health,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/3/16 10:33,7/3/16 10:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,LAKE WORTH,Florida,33449,RN,ONCOLOGY,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:38,7/3/16 11:03,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Merritt Island,Florida,32953,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/3/16 12:46,7/3/16 12:46,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Allenton,Michigan,48002,RN,MS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/3/16 17:52,7/3/16 17:52,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Cross Lanes,West Virginia,25313,RN,ICU,0,12/31/99,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:44,7/3/16 11:20,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Sunrise,Florida,33313,RN,MS,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:28,7/3/16 12:18,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lake in the Hills,Illinois,60156,RN,MS,0,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 14:03,7/3/16 20:42,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lehigh Acres,Florida,33973,RN,MS,18,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:59,7/3/16 11:22,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Clinton Township,Michigan,48035,RN,PEDS,12,5/29/07,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 13:42,7/3/16 17:46,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Winter Garden,Florida,34787,RN,L&D,,2/1/16,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:58,7/3/16 10:40,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Brick,New Jersey,8723,RN,L&D,17,,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/3/16 22:51,7/3/16 22:51,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Pompano Beach,Florida,33060,MT,Other,9,7/7/16,No,Yes,No,Yes,Jobs2Careers,STAFFDNA,,7/3/16 11:31,7/3/16 12:47,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Elmer,New Jersey,8318,RN,ER,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:26,7/3/16 10:35,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Hialeah,Florida,33010,RN,Home Health,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:17,7/3/16 10:50,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Amory,Mississippi,38821,COTA,PEDS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/3/16 18:52,7/3/16 18:52,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Spartanburg,South Carolina,29304,RN,DIALYSIS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/3/16 10:07,7/3/16 10:07,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,River Falls,Wisconsin,54022,RN,ICU,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/3/16 20:09,7/3/16 20:09,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Cambridge,Maryland,21613,RN,ER,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/3/16 10:56,7/3/16 10:56,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Palm Springs,California,92262,RN,Hospice,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:39,7/3/16 11:18,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Levittown,Pennsylvania,19055,LPN,Home Health,0,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 14:04,7/3/16 19:37,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Wellington,Florida,33449,RN,MS,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:00,7/3/16 11:27,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,JACKSONVILLE,Florida,32208,RN,L&D,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:15,7/3/16 12:24,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,East Windsor,New Jersey,8520,RN,PEDS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/3/16 18:18,7/3/16 18:18,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Miramar,Florida,33027,LPN,PEDS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/3/16 19:16,7/3/16 19:16,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Surprise,Arizona,85388,RN,ONCOLOGY,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/3/16 10:20,7/3/16 10:20,
Yes,Yes,Yes,Yes,Yes,No,C,Yes,Yes,Yes,Yes,GULF BREEZE,Florida,32563,RN,Case Manager,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:35,7/3/16 12:39,
Yes,Yes,Yes,No,No,No,H,Yes,Yes,Yes,Yes,Wellington,Florida,33414,RN,PSYCH,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/3/16 12:08,7/3/16 12:08,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Fresno,Alabama,93706,RN,MS,5,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:31,7/3/16 11:11,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lake Havasu City,Arizona,0,RN,MS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/3/16 20:41,7/3/16 20:41,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,El Cajon,California,92019,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/3/16 11:13,7/3/16 11:13,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Palm Bay,Florida,32907,RN,ICU,6,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:25,7/3/16 12:56,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,King,North Carolina,27021,RN,Case Manager,12,7/30/11,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:04,7/3/16 10:15,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Melba,Idaho,83641,SLP,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/3/16 18:33,7/3/16 18:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Flagstaff,Arizona,86005,RN,TELE,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/3/16 9:50,7/3/16 9:50,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,San Diego,California,92114,RN,MS,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:33,7/3/16 11:08,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Floral City,Florida,34436,RN,PACU,18,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:59,7/3/16 13:00,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Torrance,California,90505,RN,ICU,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:57,7/2/16 4:40,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lawndale,California,90260,RN,Ortho,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/2/16 11:26,7/2/16 11:26,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Wynne,Arkansas,72396,PHARM Tech,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/2/16 18:39,7/2/16 18:39,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Clearwater,Florida,33755,RN,Float Pool,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/2/16 5:08,7/2/16 5:08,
Yes,Yes,Yes,Yes,Yes,Yes,C,Yes,Yes,Yes,Yes,Chaparral,New Mexico,88081,RN,OR,16,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:57,7/2/16 10:03,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Holbrook,New York,11741,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/2/16 9:45,7/2/16 9:45,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Tampa,Florida,33614,RN,Case Manager,3,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:41,7/2/16 4:12,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Northridge,California,91326,OT,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/2/16 18:04,7/2/16 18:04,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Santa Maria,California,93454,RN,Rehab,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:57,7/2/16 11:29,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Birmingham,Alabama,35252,RN,"Pre Op, Post Op, Same Day Surgery",21,9/1/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/2/16 12:07,7/2/16 12:07,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,ALHAMBRA,California,91803,RN,Case Manager,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:29,7/2/16 4:25,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Panama City,Florida,32404,RN,MS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:15,7/2/16 10:42,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Avon,Indiana,46123,RN,MS,40,,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,9/19/15 10:49,7/2/16 21:49,
Yes,No,Yes,Yes,No,No,,Yes,No,Yes,No,Brewton,Alabama,36426,RN,Geriatrics,0,7/31/16,No,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,,7/2/16 20:19,7/2/16 20:19,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Delray Beach,Florida,33445,RN,ICU,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:32,7/2/16 10:02,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Elmore,Minnesota,56027,RN,Case Manager,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/2/16 5:33,7/2/16 5:33,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,San Francisco,California,94112,RN,MS,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:56,7/2/16 4:51,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Murrieta,California,92562,RN,Post Partum,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/2/16 10:31,7/2/16 10:31,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Hialeah,Florida,33013,PHARM Tech,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/2/16 18:24,7/2/16 18:24,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Schaumburg,Illinois,60194,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/2/16 4:10,7/2/16 4:10,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,North Olmsted,Ohio,44070,OT,PEDS,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/2/16 17:49,7/2/16 17:49,
Yes,Yes,Yes,No,No,No,H,Yes,Yes,Yes,Yes,Knoxville,Tennessee,37922,Resp Therapist,ICU,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/2/16 8:16,7/2/16 8:16,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Panorama City,California,91402,Resp Therapist,ICU,1,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:27,7/2/16 11:03,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,San Diego,California,92107,RN,ER,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/2/16 11:10,7/2/16 11:10,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Salem,Oregon,97306,PHARM Tech,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/2/16 18:36,7/2/16 18:36,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Herrin,Illinois,62948,RN,MS,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/2/16 5:02,7/2/16 5:02,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Akron,Ohio,44319,OT,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/2/16 18:01,7/2/16 18:01,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Springtown,Texas,76082,PHARM Tech,Other,0,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 14:25,7/2/16 18:26,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Davie,Florida,33325,NP,Internal Medicine,,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/19/15 13:16,7/2/16 5:17,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,LAKE PARK,Florida,33403,RN,Other,0,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 14:39,7/2/16 19:07,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,El Cajon,California,92126,RN,ICU,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/2/16 11:59,7/2/16 11:59,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Des Moines,Iowa,50316,RN,Home Health,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:23,7/2/16 5:09,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Bakersfield,California,93301,RN,OR,,1/1/00,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 13:43,7/2/16 10:27,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Dover,New Jersey,7801,RN,Float Pool,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/2/16 19:03,7/2/16 19:03,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Winter Haven,Florida,33884,RN,PACU,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/2/16 5:29,7/2/16 5:29,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Hemet,California,92544,RN,Hospice,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/2/16 10:30,7/2/16 10:30,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lake Harris,Florida,34748,PHARM Tech,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/2/16 18:20,7/2/16 18:20,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Margate,Florida,33068,RN,ICU,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/2/16 4:06,7/2/16 4:06,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Sarasota,Florida,34232,PT Assistant,Rehab,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/2/16 17:46,7/2/16 17:46,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Long Beach,California,90806,RN,MS,0,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:04,7/2/16 4:44,
Yes,Yes,Yes,No,No,No,H,Yes,Yes,Yes,Yes,Philadelphia,Pennsylvania,19120,Resp Therapist,ICU,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,NEW_GRAD,7/2/16 8:02,7/2/16 8:02,
Yes,Yes,Yes,Yes,Yes,No,C,Yes,Yes,Yes,Yes,Fontana,California,92336,RN,MS,3,,No,No,No,Yes,Career Builder,LABOR_EDGE,PROSPECT,9/18/15 14:27,7/2/16 4:21,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,La Puente,California,91744,RN,ONCOLOGY,,,No,No,No,Yes,Career Builder,DATA_ENTRY,NEW_GRAD,7/2/16 10:55,7/2/16 10:55,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Gallatin,Tennessee,37066,Resp Therapist,ER,7,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 14:28,7/2/16 8:10,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Elkridge,Maryland,21075,PHARM Tech,Other,,,No,No,No,Yes,Health Jobs,DATA_ENTRY,PROSPECT,7/2/16 18:35,7/2/16 18:35,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Lynwood,California,90262,RN,ER,,,No,No,No,Yes,Career Builder,DATA_ENTRY,PROSPECT,7/2/16 4:50,7/2/16 4:50,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Saint Gabriel,Louisiana,70776,SLP,School,0,,No,No,No,Yes,Health Jobs,LABOR_EDGE,PROSPECT,9/18/15 13:57,7/2/16 17:51,
Yes,Yes,Yes,Yes,No,No,C,Yes,Yes,Yes,Yes,Naples,Florida,34109,RN,Geriatrics,25,9/6/16,Yes,Yes,Yes,Yes,Jobs2Careers,STAFFDNA,PROSPECT,5/13/16 12:37,7/2/16 20:43,
